589d10d0-e7fa-4da1-8559-a5169f2cac5c;engaging;engage;e@e.it;2c49364e5965a16cbfb3be33f963cea674c11785a843a315b7c19bbee2042b44;45;REGULAR;1999-02-05
082f42ba-35e9-4839-9d76-37f67b25a360;baldy;bald;b;3e23e8160039594a33894f6564e1b1348bbd7a0088d42c4acb73eeaed59c009d;0;PLATINUM;1990-05-15
ff782b96-8214-4cd7-b23c-042d2eeaafcb;darling;dar;d;18ac3e7343f016890c510e93f935261169d9e3f565436429830faf0934f4f8e4;0;REGULAR;1959-12-15
6221d18e-6140-42a2-b34d-8764ef57595a;Rossi;Mario;mario.rossi@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;35;GOLD;2010-05-15
c7433ca9-b7a3-4c21-8187-ba817f017496;Bianchi;Laura;laura.bianchi@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;28;PLATINUM;2015-11-20
d6345b7d-cfb3-4cb0-aac9-d0c339c93f94;Verdi;Giuseppe;giuseppe.verdi@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;42;SILVER;2008-03-08
06edd353-9acc-4ced-9e12-ce6370edb025;Ferrari;Anna;anna.ferrari@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;31;REGULAR;2020-07-30
4ddc9f74-e4c3-4514-bbee-1ae5866fc7df;Russo;Luca;luca.russo@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;26;GOLD;2018-09-12
2f4a346d-0f6d-4f03-a224-932cab193445;Esposito;Giulia;giulia.esposito@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;39;PLATINUM;2012-12-01
f762686b-5a2c-4c5a-8521-c6101e5dca48;Romano;Paolo;paolo.romano@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;33;DIAMOND;2006-08-22
677e9e25-8f35-42cd-a496-4822f1027979;Gallo;Francesca;francesca.gallo@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;29;SILVER;2019-04-17
11af8047-03bb-4709-9e50-afd3a24bcdc0;Costa;Alessandro;alessandro.costa@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;45;REGULAR;2011-06-05
4c7c4d1e-5dd5-4b37-9a85-b80cf7254fd4;Fontana;Roberta;roberta.fontana@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;27;GOLD;2017-10-25
0fa342dc-f134-4974-bf95-e2be8071a7d6;Conti;Davide;davide.conti@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;38;PLATINUM;2014-02-14
f17ddd63-b39f-49ad-8d72-3923c370ea1c;Marino;Elisa;elisa.marino@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;32;DIAMOND;2009-07-19
82aa4f9c-ef6e-4224-be2c-c473cdccd4b6;Greco;Simone;simone.greco@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;41;SILVER;2013-03-28
fe5d3cf0-8d73-4c96-a8a8-21c3d1cff205;Barbieri;Valentina;valentina.barbieri@email.com;2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881;24;REGULAR;2021-01-10
848a673b-811a-4421-af36-0a9368c84552;curly;cur;c;2e7d2c03a9507ae265ecf5b5356885a53393a2029d241394997265a1a25aefc6;0;SILVER;2009-02-05
57d0dc21-030d-4a3d-92b0-be4971f82205;amo;michele;mich.amo@gmail.com;1f442a17ca0744b079b2f777869e04ec2e090f64d15a36ab5a5f2576c2b3f0bb;0;REGULAR;0001-01-01
